iter	Logloss
549	0.2943779615
550	0.2940509372
551	0.29393567
552	0.2937624556
553	0.29351717
554	0.2933411854
555	0.2931191692
556	0.2930119942
557	0.292753012
558	0.2926385081
559	0.292585369
560	0.2924613947
561	0.2922542193
562	0.292105505
563	0.2919884535
564	0.2917119458
565	0.2913873673
566	0.291170552
567	0.2909196973
568	0.2904214421
569	0.2901293806
570	0.2898188493
571	0.2896380471
572	0.2895512771
573	0.2893681306
574	0.2891271456
575	0.2890400073
576	0.2887358764
577	0.2885039962
578	0.288318408
579	0.2880244813
580	0.2878924793
581	0.2877143654
582	0.2874757958
583	0.287304534
584	0.2870066895
585	0.2867475996
586	0.286622878
587	0.2864017331
588	0.286333533
589	0.2860471567
590	0.2856980545
591	0.2855801327
592	0.2855263898
593	0.2853778944
594	0.2849700811
595	0.284876291
596	0.2845814777
597	0.2843945172
598	0.2840996649
599	0.2840871105
600	0.2839677184
601	0.2837996252
602	0.2836998291
603	0.2835687467
604	0.2832576336
605	0.2832079785
606	0.2831427847
607	0.2830238875
608	0.2827750113
609	0.2827192681
610	0.2825256556
611	0.2822700694
612	0.282081153
613	0.2818272008
614	0.2815693169
615	0.2813015111
616	0.281148144
617	0.2810193521
618	0.2807521936
619	0.280439951
620	0.28024452
621	0.2800785803
622	0.2799173375
623	0.2796199434
624	0.27946617
625	0.2791667529
626	0.2789399825
627	0.278691768
628	0.2784105356
629	0.2782469544
630	0.2781792709
631	0.2778860696
632	0.2776795635
633	0.2775073666
634	0.277331604
635	0.2770903016
636	0.2769958609
637	0.2769215233
638	0.2768114399
639	0.2767116613
640	0.2765742018
641	0.2764626756
642	0.2762705945
643	0.2761152238
644	0.2759203755
645	0.2758487297
646	0.27571781
647	0.2756192997
648	0.2754646812
649	0.2752346896
650	0.275011144
651	0.274949522
652	0.2747427709
653	0.2746182148
654	0.2744773495
655	0.2744168072
656	0.2741558199
657	0.27391811
658	0.2737682208
659	0.2736426602
660	0.273491401
661	0.2733720613
662	0.2731915492
663	0.2730149469
664	0.2728393193
665	0.2727196815
666	0.2725275093
667	0.2723467854
668	0.2722605252
669	0.2720173224
670	0.2717350706
671	0.2714612009
672	0.2710400771
673	0.2709191092
674	0.2708024114
675	0.2707294695
676	0.2705129945
677	0.2703534853
678	0.2701246742
679	0.2699784701
680	0.2698337958
681	0.2697305579
682	0.2694997229
683	0.2693609932
684	0.2693295547
685	0.2692839787
686	0.269019318
687	0.2688842266
688	0.2687432814
689	0.2686131373
690	0.268379558
691	0.2681691864
692	0.2678539199
693	0.2677067795
694	0.2673815295
695	0.2671832625
696	0.2669439758
697	0.2667991272
698	0.26656791
699	0.2664508924
700	0.2661870499
701	0.2657946288
702	0.2656407089
703	0.2654085541
704	0.2651799181
705	0.2648839956
706	0.2647269243
707	0.2646267561
708	0.2644620234
709	0.2642282021
710	0.2641403594
711	0.2639391744
712	0.2638362189
713	0.2637898554
714	0.2637000034
715	0.2635423726
716	0.2633129234
717	0.2630899402
718	0.2628876785
719	0.2626528806
720	0.2624736861
721	0.2621653485
722	0.2620159481
723	0.2618855845
724	0.2616704216
725	0.2614923475
726	0.26140807
727	0.2609593341
728	0.2608936223
729	0.2607557116
730	0.2605782174
731	0.2604454682
732	0.2603339519
733	0.2601095533
734	0.2599979693
735	0.2593972032
736	0.2592852949
737	0.2591890525
738	0.2590398604
739	0.2589255874
740	0.2587199395
741	0.2585253115
742	0.2582481944
743	0.2578690639
744	0.2576877794
745	0.2575910299
746	0.2573452977
747	0.2571856039
748	0.256894993
749	0.2567266912
750	0.2565180178
751	0.2562819779
752	0.2560646075
753	0.2560098022
754	0.2557960491
755	0.2556258795
756	0.2554729409
757	0.2552985827
758	0.2549742096
759	0.2546526238
760	0.254448429
761	0.254289836
762	0.2541464914
763	0.2539861625
764	0.2537913673
765	0.2536022128
766	0.2535067124
767	0.2532853842
768	0.2530686121
769	0.2528238709
770	0.2523627894
771	0.2521989313
772	0.2519926387
773	0.2517863969
774	0.2515866904
775	0.2514143355
776	0.2510620201
777	0.2508947434
778	0.2505707041
779	0.2503710824
780	0.2502085083
781	0.2500729795
782	0.2499047508
783	0.2497446967
784	0.2495568694
785	0.2494365611
786	0.2492053208
787	0.2490583497
788	0.2489374791
789	0.2488727017
790	0.2486763937
791	0.2484941861
792	0.2484221794
793	0.2483029265
794	0.2481251123
795	0.2479535494
796	0.2478123316
797	0.2476473188
798	0.2473628889
799	0.2471302205
800	0.2468583438
801	0.2468015907
802	0.246634288
803	0.2465511231
804	0.2463057495
805	0.2460000447
806	0.2459313889
807	0.245632387
808	0.2454398374
809	0.245252605
810	0.2450936523
811	0.2449286397
812	0.2448940738
813	0.2447469632
814	0.244476776
815	0.2443748858
816	0.2442779601
817	0.2441779336
818	0.2438524564
819	0.2436771633
820	0.2434850877
821	0.2432289222
822	0.2430236586
823	0.2429686895
824	0.2429246338
825	0.2427428848
826	0.2424589907
827	0.2422876845
828	0.2421956169
829	0.2420935642
830	0.2419504858
831	0.2417688345
832	0.2416501912
833	0.2414607577
834	0.2413304567
835	0.241223858
836	0.241050141
837	0.2409680514
838	0.2408087674
839	0.2407072286
840	0.2406385313
841	0.2404237158
842	0.2402229991
843	0.2400767181
844	0.2398950806
845	0.2398012574
846	0.2396343747
847	0.2395448502
848	0.239449453
849	0.2392960419
850	0.2389975079
851	0.2388515414
852	0.2386962662
853	0.238591122
854	0.2383508824
855	0.2381969498
856	0.2380337027
857	0.2378635815
858	0.237713002
859	0.2374778693
860	0.2373103446
861	0.237239869
862	0.237079683
863	0.2369876321
864	0.2369086147
865	0.2367739679
866	0.2366972181
867	0.236484585
868	0.2363306228
869	0.236074456
870	0.2359166952
871	0.2357992378
872	0.235599676
873	0.2351938393
874	0.2350842608
875	0.2348262673
876	0.2346399443
877	0.2345794294
878	0.2344294978
879	0.2343210304
880	0.2341011594
881	0.2340225997
882	0.2339839866
883	0.2339050942
884	0.2337642086
885	0.2335023436
886	0.233428926
887	0.2333109305
888	0.2331337741
889	0.2328474372
890	0.2326823958
891	0.2326513145
892	0.2323888052
893	0.2321023914
894	0.2317155658
895	0.2315897513
896	0.2312766426
897	0.2310706949
898	0.2308627435
899	0.23065609
900	0.2305263417
901	0.2304525071
902	0.2302620157
903	0.2301298465
904	0.2299995151
905	0.2296970437
906	0.2295505031
907	0.2293295444
908	0.2291737907
909	0.228995863
910	0.2288909352
911	0.2286750179
912	0.2284208808
913	0.2283647514
914	0.2281898745
915	0.2279533834
916	0.2277998002
917	0.2277106491
918	0.2274922398
919	0.2274431221
920	0.2272311532
921	0.2269615666
922	0.2267868806
923	0.2266660712
924	0.2264191686
925	0.2261914775
926	0.2260277597
927	0.2259525125
928	0.2257905704
929	0.2256282979
930	0.2253997797
931	0.2252332699
932	0.2250410952
933	0.2249204258
934	0.2246231478
935	0.2244022435
936	0.2242272344
937	0.2241197195
938	0.2239774279
939	0.22383159
940	0.2235868913
941	0.2233552659
942	0.2232054815
943	0.2230677384
944	0.2228878717
945	0.222716813
946	0.2224760965
947	0.2223655482
948	0.2222460043
949	0.2221350371
950	0.2221084494
951	0.222065542
952	0.2218740081
953	0.2217042171
954	0.2215337063
955	0.2213791942
956	0.2213034293
957	0.2210633257
958	0.220838578
959	0.2207071865
960	0.2206684696
961	0.2205335371
962	0.2203994631
963	0.2202158587
964	0.220101109
965	0.2199273931
966	0.2198033424
967	0.2196449627
968	0.2194817297
969	0.2193642203
970	0.2191812637
971	0.2190780477
972	0.2189721266
973	0.218834851
974	0.2187886345
975	0.2187037592
976	0.2185969376
977	0.2183651234
978	0.2181972087
979	0.2180417534
980	0.2177765305
981	0.2176087651
982	0.217561891
983	0.217362757
984	0.2172438614
985	0.2170842289
986	0.2169567451
987	0.2168774824
988	0.2166957787
989	0.2165184977
990	0.2162402876
991	0.2161564852
992	0.2160997189
993	0.2159748589
994	0.2156847105
995	0.2155414291
996	0.2154807097
997	0.2153648989
998	0.2152746282
999	0.2149874864
